actor,awards,major,media_info,metacritic,score,title,years
Ken Leung,"1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,6.6,Deadline,(2000–2001)
Ken Leung,"2 wins & 5 nominations.

See more awards »",Major Role,128 min                 - Comedy|Drama|Romance                 -              14 April 2000(USA),60/100,6.5,Keeping the Faith,(2000)
Ken Leung,No Awards,Not Major Role,TV Series                                     -                             50 min                 - Drama,No Metacritic,7.4,Wonderland,(2000– )
Ken Leung,"5 wins & 1 nomination.

See more awards »",Not Major Role,77 min                 - Comedy|Romance                 -              24 January 1999(USA),44/100,7.0,Man of the Century,(1999)
Ken Leung,No Awards,Major Role,30 min                 - Short|Drama,No Metacritic,Unable to get Score,Fly,(1998)
Ken Leung,"6 wins & 7 nominations.

See more awards »",Major Role,98 min                 - Action|Comedy|Thriller                 -              18 September 1998(USA),60/100,6.9,Rush Hour,(1998)
Ken Leung,"Nominated for 4 Oscars.
Another 5 wins & 8 nominations.

See more awards »",Not Major Role,134 min                 - Biography|Drama|History                 -              25 December 1997(USA),74/100,7.0,Kundun,(1997)
Ken Leung,"4 wins.

See more awards »",Not Major Role,122 min                 - Crime|Drama|Thriller                 -              31 October 1997(USA),No Metacritic,6.2,Red Corner,(1997)
Ken Leung,"9 wins & 16 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Drama|Music,No Metacritic,7.8,New York Undercover,(1994–1998)
Ken Leung,"4 wins & 13 nominations.

See more awards »",Major Role,88 min                 - Comedy|Drama                 -              24 May 1996(USA),83/100,7.4,Welcome to the Dollhouse,(1995)
Ken Leung,"1 win.

See more awards »",Major Role,92 min                 - Drama|Romance                 -              1995(USA),No Metacritic,5.0,Pictures of Baby Jane Doe,(1995)
