actor,awards,major,media_info,metacritic,score,title,years
Terry O'Quinn,"1 win & 2 nominations.

See more awards »",Major Role,107 min                 - Action|Crime|Drama                 -              12 August 1988(USA),50/100,6.8,Young Guns,(1988)
Terry O'Quinn,No Awards,Major Role,103 min                 - Horror|Thriller                 -              27 January 1989(USA),No Metacritic,6.7,Pin,(1988)
Terry O'Quinn,"Won 1 Golden Globe.
Another 4 wins & 3 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,8.6,A Year in the Life,(1987–1988)
Terry O'Quinn,No Awards,Not Major Role,TV Movie                         -                             94 min                 - Drama|Western                 -              17 January 1988(USA),No Metacritic,6.3,Stranger on My Land,(1988)
Terry O'Quinn,"Won 3 Golden Globes.
Another 15 wins & 60 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Comedy|Drama|Mystery,No Metacritic,7.7,Moonlighting,(1985–1989)
Terry O'Quinn,"Nominated for 1 Primetime Emmy.


See more awards »",Major Role,TV Movie                     -                                 98 min                 - Drama                 -              25 May 1987(USA),No Metacritic,6.3,When the Time Comes,(1987)
Terry O'Quinn,No Awards,Major Role,102 min                 - Crime|Thriller                 -              6 February 1987(USA),No Metacritic,6.3,Black Widow,(1987)
Terry O'Quinn,"3 wins & 7 nominations.

See more awards »",Major Role,89 min                 - Horror|Thriller                 -              16 November 1987(Denmark),No Metacritic,6.8,The Stepfather,(1987)
Terry O'Quinn,No Awards,Not Major Role,TV Movie                         -                             240 min                 - Drama                 -              4 January 1987(USA),No Metacritic,7.4,At Mother's Request,(1987)
Terry O'Quinn,"1 win.

See more awards »",Major Role,TV Movie                     -                                 100 min                 - Drama|War                 -              23 November 1986(USA),No Metacritic,6.0,Women of Valor,(1986)
Terry O'Quinn,"1 nomination.

See more awards »",Major Role,107 min                 - Adventure|Family|Sci-Fi                 -              6 June 1986(USA),No Metacritic,5.6,SpaceCamp,(1986)
Terry O'Quinn,"Won 1 Primetime Emmy.


See more awards »",Major Role,TV Movie                         -                             95 min                 - Drama                 -              10 March 1986(USA),No Metacritic,6.9,Between Two Women,(1986)
Terry O'Quinn,"Nominated for 1 Primetime Emmy.
Another 1 win & 1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Adventure|Comedy|Crime,No Metacritic,7.3,Remington Steele,(1982–1987)
Terry O'Quinn,"Won 1 Golden Globe.
Another 7 wins & 14 nominations.

See more awards »",Major Role,TV Movie                         -                             100 min                 - Drama                 -              11 November 1985(USA),No Metacritic,8.1,An Early Frost,(1985)
Terry O'Quinn,"1 nomination.

See more awards »",Major Role,95 min                 - Adventure|Drama|Horror                 -              11 October 1985(USA),No Metacritic,6.3,Silver Bullet,(1985)
Terry O'Quinn,"2 wins & 9 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 45 min                 - Sci-Fi|Fantasy|Mystery,No Metacritic,7.8,The Twilight Zone,(1985–1989)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             100 min                 - Crime|Drama                 -              22 May 1985(USA),No Metacritic,7.2,Right to Kill?,(1985)
Terry O'Quinn,No Awards,Major Role,93 min                 - Comedy|Romance                 -              8 February 1985(USA),No Metacritic,6.5,Mischief,(1985)
Terry O'Quinn,"Nominated for 1 Golden Globe.
Another 1 nomination.

See more awards »",Major Role,110 min                 - Drama|Romance                 -              26 December 1984(USA),No Metacritic,6.2,Mrs. Soffel,(1984)
Terry O'Quinn,"Won 2 Golden Globes.
Another 10 wins & 29 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 48 min                 - Action|Crime|Drama,No Metacritic,7.5,Miami Vice,(1984–1990)
Terry O'Quinn,"Won 2 Oscars.
Another 13 wins & 11 nominations.

See more awards »",Major Role,111 min                 - Drama                 -              5 October 1984(USA),No Metacritic,7.4,Places in the Heart,(1984)
Terry O'Quinn,No Awards,Not Major Role,91 min                 - Drama|Romance|Sport                 -              21 October 1983(USA),62/100,5.9,All the Right Moves,(1983)
Terry O'Quinn,"Won 1 Primetime Emmy.
Another 89 wins & 158 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Adventure|Comedy|Drama,No Metacritic,6.7,ABC Afterschool Specials,(1972–1997)
Terry O'Quinn,No Awards,Not Major Role,120 min                 - Drama|Mystery                 -              4 February 1983(USA),No Metacritic,7.0,Without a Trace,(1983)
Terry O'Quinn,"2 wins & 1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             25 min                 - Horror|Thriller,No Metacritic,7.8,Tales of the Unexpected,(1979–1988)
Terry O'Quinn,"Nominated for 1 Oscar.
Another 1 win & 5 nominations.

See more awards »",Not Major Role,219 min                 - Adventure|Drama|History                 -              19 November 1980(USA),No Metacritic,6.7,Heaven's Gate,(1980)
Terry O'Quinn,"Won 1 Primetime Emmy.
Another 2 nominations.

See more awards »",Not Major Role,TV Movie                         -                             180 min                 - Biography|Drama                 -              15 April 1980(USA),No Metacritic,7.0,F.D.R.: The Last Year,(1980)
Terry O'Quinn,"Won 1 Primetime Emmy.
Another 3 wins & 19 nominations.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Drama,No Metacritic,7.9,The Doctors,(1963–1982)
Emilie de Ravin,No Awards,Major Role,109 min                 - Drama                 -              8 September 2015(USA),No Metacritic,Not yet released,The Submarine Kid,(2015)
Emilie de Ravin,"Nominated for 5 Primetime Emmys.
Another 7 wins & 46 nominations.

See more awards »",Major Role,TV Series                                 -                                 60 min                 - Adventure|Fantasy|Romance,No Metacritic,8.1,Once Upon a Time,(2011– )
Emilie de Ravin,No Awards,Major Role,TV Movie                         - Drama                 -              14 April 2013(USA),No Metacritic,7.8,Once Upon a Time: The Price of Magic,(2013)
Emilie de Ravin,No Awards,Major Role,TV Series                                     -                             180 min                 - Action,No Metacritic,4.2,Air Force One Is Down,(2013– )
Emilie de Ravin,No Awards,Major Role,Comedy|Romance                 -              2012(USA),No Metacritic,5.7,Hulluna Saraan,(2012)
Emilie de Ravin,No Awards,Major Role,TV Movie                         - Drama                 -              2012(USA),No Metacritic,7.6,Americana,(2012)
Emilie de Ravin,No Awards,Major Role,87 min                 - Action|Comedy                 -              19 May 2012(Japan),No Metacritic,4.9,Operation: Endgame,(2010)
Emilie de Ravin,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Emilie de Ravin,No Awards,Major Role,106 min                 - Biography|Drama|Thriller                 -              10 June 2011(USA),41/100,5.6,The Chameleon,(2010)
Emilie de Ravin,"4 wins & 3 nominations.

See more awards »",Major Role,113 min                 - Drama|Romance                 -              12 March 2010(USA),40/100,7.2,Remember Me,(2010)
Emilie de Ravin,"1 win & 12 nominations.

See more awards »",Not Major Role,140 min                 - Biography|Crime|Drama                 -              1 July 2009(USA),70/100,7.0,Public Enemies,(2009)
Emilie de Ravin,No Awards,Major Role,TV Movie                     -                                 90 min                 - Thriller                 -              4 April 2009(USA),No Metacritic,6.0,High Noon,(2009)
Emilie de Ravin,No Awards,Major Role,118 min                 - Comedy|Drama|Family                 -              1 April 2010(Mexico),42/100,6.9,The Perfect Game,(2009)
Emilie de Ravin,No Awards,Major Role,- Drama                 -              26 April 2008(USA),No Metacritic,5.5,Ball Don't Lie,(2008)
Emilie de Ravin,No Awards,Major Role,Video Game                         - Adventure|Mystery|Thriller                 -              26 February 2008(USA),No Metacritic,6.7,Lost: Via Domus,(2008)
Emilie de Ravin,"2 wins & 6 nominations.

See more awards »",Major Role,107 min                 - Horror|Thriller                 -              10 March 2006(USA),52/100,6.4,The Hills Have Eyes,(2006)
Emilie de Ravin,No Awards,Major Role,78 min                 - Comedy|Fantasy|Horror                 -              25 October 2005(Canada),No Metacritic,5.4,Santa's Slay,(2005)
Emilie de Ravin,"11 wins & 19 nominations.

See more awards »",Major Role,110 min                 - Crime|Drama|Mystery                 -              7 April 2006(Canada),72/100,7.5,Brick,(2005)
Emilie de Ravin,"Won 2 Primetime Emmys.
Another 26 wins & 42 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 43 min                 - Action|Crime|Drama,No Metacritic,6.4,CSI: Miami,(2002–2012)
Emilie de Ravin,"1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama|Crime|Thriller,No Metacritic,6.6,The Handler,(2003–2004)
Emilie de Ravin,"Nominated for 3 Primetime Emmys.
Another 17 wins & 25 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Action|Comedy|Crime,No Metacritic,8.0,NCIS,(2003– )
Emilie de Ravin,"2 nominations.

See more awards »",Major Role,TV Movie                     -                                 132 min                 - Drama|Horror|Sci-Fi                 -              4 November 2002(USA),No Metacritic,5.5,Carrie,(2002)
Emilie de Ravin,"1 win & 20 nominations.

See more awards »",Major Role,TV Series                                 -                                 42 min                 - Drama|Mystery|Romance,No Metacritic,7.5,Roswell,(1999–2002)
Emilie de Ravin,"2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             45 min                 - Action|Adventure|Fantasy,No Metacritic,6.3,BeastMaster,(1999–2002)
Michael Emerson,"Nominated for 1 Primetime Emmy.
Another 3 wins & 11 nominations.

See more awards »",Major Role,TV Series                                     -                             43 min                 - Action|Drama|Mystery,No Metacritic,8.5,Person of Interest,(2011– )
Michael Emerson,"1 win & 1 nomination.

See more awards »",Major Role,Video                            76 min                 - Animation|Action|Crime                 -              29 January 2013(USA),No Metacritic,8.3,"Batman: The Dark Knight Returns, Part 2",(2013)
Michael Emerson,"5 nominations.

See more awards »",Major Role,Video                            76 min                 - Animation|Action                 -              25 September 2012(USA),No Metacritic,8.0,"Batman: The Dark Knight Returns, Part 1",(2012)
Michael Emerson,No Awards,Major Role,VideoShort|News                 -              4 September 2012(USA),No Metacritic,8.4,Living in the Age of Surveillance,(2012)
Michael Emerson,"Won 2 Primetime Emmys.


See more awards »",Not Major Role,TV Series                                 -                                          - Animation|Sci-Fi,No Metacritic,7.7,Generator Rex,(2010– )
Michael Emerson,"1 nomination.

See more awards »",Not Major Role,TV Series                                     - Animation|Action|Adventure,No Metacritic,7.3,G.I. Joe: Renegades,(2010– )
Michael Emerson,"Nominated for 1 Golden Globe.
Another 10 wins & 22 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Comedy|Drama,No Metacritic,8.0,Parenthood,(2010– )
Michael Emerson,"2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             360 min                 - History,No Metacritic,7.8,God in America,(2010– )
Michael Emerson,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Michael Emerson,"Won 9 Primetime Emmys.
Another 5 wins & 94 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Comedy|Music|Talk-Show,No Metacritic,6.9,Late Show with David Letterman,(1993– )
Michael Emerson,No Awards,Major Role,15 min                 - Short                 -              23 March 2010(USA),No Metacritic,7.9,"Goldstar, Ohio",(2010)
Michael Emerson,No Awards,Major Role,TV Movie                         -                             43 min                 - Adventure|Drama|Mystery                 -              2 February 2010(USA),No Metacritic,7.7,Lost: Final Chapter,(2010)
Michael Emerson,No Awards,Major Role,TV Movie                         -                             44 min                 - Drama                 -              13 May 2009(USA),No Metacritic,8.2,Lost: A Journey in Time,(2009)
Michael Emerson,"3 wins.

See more awards »",Not Major Role,91 min                 - Comedy                 -              17 April 2008(USA),No Metacritic,6.5,Ready? OK!,(2008)
Michael Emerson,No Awards,Major Role,Video Game                         - Adventure|Mystery|Thriller                 -              26 February 2008(USA),No Metacritic,6.7,Lost: Via Domus,(2008)
Michael Emerson,No Awards,Major Role,TV Movie                         -                             60 min                 - Drama                 -              31 January 2008(USA),No Metacritic,8.0,"Lost: Past, Present & Future",(2008)
Michael Emerson,"Nominated for 1 Primetime Emmy.


See more awards »",Not Major Role,TV Mini-Series                         -                             33 min                 - Drama|Fantasy|Sci-Fi,No Metacritic,8.2,Lost: Missing Pieces,(2007)
Michael Emerson,No Awards,Major Role,90 min                 - Drama                 -              10 March 2006(USA),No Metacritic,7.0,Jumping Off Bridges,(2006)
Michael Emerson,"1 win & 3 nominations.

See more awards »",Major Role,129 min                 - Action|Adventure|Western                 -              28 October 2005(USA),47/100,5.9,The Legend of Zorro,(2005)
Michael Emerson,No Awards,Not Major Role,TV Series                                 -                                 42 min                 - Crime|Drama|Mystery,No Metacritic,8.1,The Inside,(2005– )
Michael Emerson,No Awards,Major Role,87 min                 - Comedy                 -              29 April 2005(USA),No Metacritic,5.0,29th and Gay,(2005)
Michael Emerson,"1 win.

See more awards »",Major Role,96 min                 - Comedy                 -              4 March 2004(USA),50/100,6.6,Straight-Jacket,(2004)
Michael Emerson,"Won 1 Golden Globe.
Another 43 wins & 121 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,8.1,Law & Order: Special Victims Unit,(1999– )
Michael Emerson,"6 wins & 8 nominations.

See more awards »",Major Role,103 min                 - Horror|Mystery                 -              29 October 2004(USA),46/100,7.7,Saw,(2004)
Michael Emerson,"Nominated for 1 Primetime Emmy.
Another 2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Comedy|Drama,No Metacritic,6.8,Whoopi,(2003–2004)
Michael Emerson,No Awards,Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,6.5,Skin,(2003– )
Michael Emerson,"Won 1 Golden Globe.
Another 17 wins & 36 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,6.9,Without a Trace,(2002–2009)
Michael Emerson,"Won 5 Golden Globes.
Another 71 wins & 175 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 44 min                 - Drama|Mystery|Sci-Fi,No Metacritic,8.8,The X-Files,(1993–2002)
Michael Emerson,"Nominated for 1 Oscar.
Another 5 wins & 10 nominations.

See more awards »",Not Major Role,124 min                 - Drama|Romance|Thriller                 -              10 May 2002(USA),63/100,6.7,Unfaithful,(2002)
Michael Emerson,"5 wins & 19 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,7.3,Law & Order: Criminal Intent,(2001–2011)
Michael Emerson,"Nominated for 4 Primetime Emmys.
Another 5 wins & 12 nominations.

See more awards »",Major Role,TV Movie                     -                                 97 min                 - Drama|Crime                 -              9 March 2002(USA),No Metacritic,7.3,The Laramie Project,(2002)
Michael Emerson,No Awards,Major Role,TV Short                                                             -                             3 min                 - Short|Comedy,No Metacritic,6.4,Sounds from a Town I Love,(2001)
Michael Emerson,"3 wins & 2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,6.7,The Education of Max Bickford,(2001–2002)
Michael Emerson,"Won 3 Golden Globes.
Another 40 wins & 87 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Drama|Mystery,No Metacritic,7.8,The Practice,(1997–2004)
Michael Emerson,"Nominated for 1 Primetime Emmy.
Another 12 nominations.

See more awards »",Not Major Role,TV Series                                     -                             44 min                 - Comedy|Crime|Drama,No Metacritic,7.1,The District,(2000–2004)
Michael Emerson,"3 wins & 1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Comedy,No Metacritic,8.3,Stark Raving Mad,(1999–2000)
Michael Emerson,"6 nominations.

See more awards »",Not Major Role,137 min                 - Drama|Romance|Sport                 -              17 September 1999(USA),43/100,6.5,For Love of the Game,(1999)
Michael Emerson,"2 wins.

See more awards »",Major Role,93 min                 - Comedy|Drama|Romance                 -              3 September 1999(USA),No Metacritic,6.4,I'll Take You There,(1999)
Michael Emerson,"1 win & 1 nomination.

See more awards »",Major Role,121 min                 - Comedy|Drama|Romance                 -              6 August 1999(UK),No Metacritic,7.2,Playing by Heart,(1998)
Michael Emerson,"1 win.

See more awards »",Major Role,TV Movie                         -                             98 min                 - Drama                 -              13 December 1998(USA),No Metacritic,6.9,Grace & Glorie,(1998)
Michael Emerson,No Awards,Major Role,101 min                 - Comedy                 -              2 October 1998(USA),No Metacritic,6.5,The Impostors,(1998)
Michael Emerson,"1 win & 1 nomination.

See more awards »",Major Role,97 min                 - Comedy|Drama                 -              October 1997(USA),No Metacritic,7.1,The Journey,(1997)
Michael Emerson,No Awards,Not Major Role,TV Movie                     -                                 117 min                 - Drama|Romance                 -              24 September 1990(USA),No Metacritic,8.0,Orpheus Descending,(1990)
Henry Ian Cusick,No Awards,Major Role,Western,No Metacritic,Not yet released,Horse,Unable to get Years
Henry Ian Cusick,No Awards,Major Role,Drama,No Metacritic,Not yet released,When We Were Pirates,Unable to get Years
Henry Ian Cusick,No Awards,Major Role,Drama                 -              February 2015(USA),No Metacritic,Not yet released,Let It Go,(2015)
Henry Ian Cusick,No Awards,Major Role,Thriller                 -              2015(USA),No Metacritic,Not yet released,Everglades,(2015)
Henry Ian Cusick,"Nominated for 1 Primetime Emmy.
Another 3 nominations.

See more awards »",Major Role,TV Series                                     -                             43 min                 - Drama|Sci-Fi,No Metacritic,7.7,The 100,(2014– )
Henry Ian Cusick,No Awards,Major Role,Action                 -              15 October 2014(USA),No Metacritic,5.3,10.0 Earthquake,(2014)
Henry Ian Cusick,"4 wins.

See more awards »",Major Role,100 min                 - Comedy|Drama|Romance                 -              2014(USA),No Metacritic,8.1,Frank vs. God,(2014)
Henry Ian Cusick,"1 win.

See more awards »",Major Role,19 min                 - Short|Drama|Family                 -              October 2013(USA),No Metacritic,7.3,dress,(2013)
Henry Ian Cusick,"Nominated for 1 Golden Globe.
Another 6 wins & 14 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 42 min                 - Action|Crime|Drama,No Metacritic,7.5,Hawaii Five-0,(2010– )
Henry Ian Cusick,"1 nomination.

See more awards »",Major Role,102 min                 - Comedy|Drama|Romance                 -              8 August 2014(USA),No Metacritic,6.4,Not Another Happy Ending,(2013)
Henry Ian Cusick,"2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Drama,No Metacritic,7.0,Body of Proof,(2011–2013)
Henry Ian Cusick,"1 win.

See more awards »",Major Role,80 min                 - Thriller                 -              25 April 2013(USA),No Metacritic,4.3,The Girl on the Train,(2013)
Henry Ian Cusick,"Nominated for 6 Golden Globes.
Another 62 wins & 112 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,7.8,CSI: Crime Scene Investigation,(2000– )
Henry Ian Cusick,"Nominated for 1 Golden Globe.
Another 4 wins & 15 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 43 min                 - Crime|Drama|Mystery,No Metacritic,8.1,The Mentalist,(2008– )
Henry Ian Cusick,"Nominated for 2 Primetime Emmys.
Another 18 wins & 78 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Drama|Mystery|Sci-Fi,No Metacritic,8.5,Fringe,(2008–2013)
Henry Ian Cusick,"Nominated for 1 Golden Globe.
Another 20 wins & 27 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 43 min                 - Drama|Thriller,No Metacritic,8.0,Scandal,(2012– )
Henry Ian Cusick,"Won 1 Golden Globe.
Another 43 wins & 121 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,8.1,Law & Order: Special Victims Unit,(1999– )
Henry Ian Cusick,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Henry Ian Cusick,"Won 1 Primetime Emmy.
Another 8 wins & 27 nominations.

See more awards »",Not Major Role,TV Series                                     - Documentary|Biography,No Metacritic,8.8,Nova,(1974– )
Henry Ian Cusick,No Awards,Major Role,Video                            87 min                 - Comedy|Drama|Fantasy                 -              17 February 2009(USA),No Metacritic,6.1,Dead Like Me: Life After Death,(2009)
Henry Ian Cusick,No Awards,Major Role,Video Game                         - Adventure|Mystery|Thriller                 -              26 February 2008(USA),No Metacritic,6.7,Lost: Via Domus,(2008)
Henry Ian Cusick,"1 win.

See more awards »",Major Role,100 min                 - Action|Crime|Drama                 -              21 November 2007(USA),35/100,6.3,Hitman,(2007)
Henry Ian Cusick,"1 nomination.

See more awards »",Major Role,- Short|Drama                 -              October 2007(USA),No Metacritic,6.6,After the Rain,(2006)
Henry Ian Cusick,"Won 2 Golden Globes.
Another 53 wins & 165 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 44 min                 - Action|Drama|Mystery,No Metacritic,8.5,24,(2001–2010)
Henry Ian Cusick,"1 win.

See more awards »",Major Role,98 min                 - Drama|Romance|Thriller                 -              28 August 2008(Netherlands),No Metacritic,5.4,9/Tenths,(2006)
Henry Ian Cusick,"1 nomination.

See more awards »",Major Role,110 min                 - Drama|Horror|Mystery                 -              17 January 2006(USA),No Metacritic,6.0,Half Light,(2006)
Henry Ian Cusick,"2 wins & 4 nominations.

See more awards »",Not Major Role,TV Series                                     -                             100 min                 - Crime|Drama|Mystery,No Metacritic,8.0,Waking the Dead,(2000– )
Henry Ian Cusick,No Awards,Major Role,TV Movie                         -                             90 min                 - Romance|Comedy                 -              7 June 2004(USA),No Metacritic,6.0,Perfect Romance,(2004)
Henry Ian Cusick,"1 win & 6 nominations.

See more awards »",Not Major Role,TV Series                                     -                             100 min                 - Crime|Drama|Mystery,No Metacritic,7.7,Midsomer Murders,(1997– )
Henry Ian Cusick,No Awards,Major Role,TV Movie                         -                             93 min                 - Drama|Thriller                 -              15 September 2003(UK),No Metacritic,6.6,Carla,(2003)
Henry Ian Cusick,"1 win & 3 nominations.

See more awards »",Major Role,125 min                 - Biography|Drama|History                 -              18 March 2004(Singapore),52/100,7.7,The Visual Bible: The Gospel of John,(2003)
Henry Ian Cusick,"2 wins & 3 nominations.

See more awards »",Major Role,TV Series                                     -                             24 min                 - Comedy|Drama,No Metacritic,7.5,The Book Group,(2002–2003)
Henry Ian Cusick,"1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Action|Adventure|Fantasy,No Metacritic,6.3,Adventure Inc.,(2002–2003)
Henry Ian Cusick,"2 wins & 2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Comedy,No Metacritic,7.8,Happiness,(2001–2003)
Henry Ian Cusick,"1 nomination.

See more awards »",Major Role,TV Series                                     -                             60 min                 - Comedy|Drama|Romance,No Metacritic,7.9,Two Thousand Acres of Sky,(2001–2003)
Henry Ian Cusick,"1 win.

See more awards »",Major Role,TV Movie                         -                             120 min                 - Biography|Drama                 -              30 December 2002(UK),No Metacritic,7.0,The Dinosaur Hunters,(2002)
Henry Ian Cusick,"1 nomination.

See more awards »",Not Major Role,102 min                 - Romance|Drama|Mystery                 -              30 August 2002(USA),52/100,6.4,Possession,(2002)
Henry Ian Cusick,"8 wins & 22 nominations.

See more awards »",Not Major Role,TV Series                                     -                             50 min                 - Drama,No Metacritic,6.0,Casualty,(1986– )
Henry Ian Cusick,"1 win & 1 nomination.

See more awards »",Not Major Role,TV Series                                     - Crime|Drama|Mystery,No Metacritic,8.1,Murder Rooms: Mysteries of the Real Sherlock Holmes,(2000–2001)
Henry Ian Cusick,No Awards,Major Role,TV Movie                         - Drama,No Metacritic,8.1,Richard II,(1997)
Henry Ian Cusick,No Awards,Major Role,Short                 -              1995(UK),No Metacritic,Unable to get Score,The Contract,(1995)
Henry Ian Cusick,"3 wins & 3 nominations.

See more awards »",Not Major Role,TV Series                                     - Crime|Drama|Mystery,No Metacritic,7.4,Taggart,(1983– )
Dominic Monaghan,No Awards,Major Role,Thriller,No Metacritic,Not yet released,Deep Burial,(2015)
Dominic Monaghan,No Awards,Not Major Role,TV Series                                     - Crime,No Metacritic,Not yet released,The Hundred Code,(2015– )
Dominic Monaghan,No Awards,Major Role,Family,No Metacritic,Not yet released,Molly Moon: The Incredible Hypnotist,Unable to get Years
Dominic Monaghan,"Won 2 Primetime Emmys.
Another 4 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 11 min                 - Comedy,No Metacritic,8.0,Childrens Hospital,(2008– )
Dominic Monaghan,No Awards,Major Role,94 min                 - Action|Adventure                 -              19 July 2012(Russia),19/100,4.3,Soldiers of Fortune,(2012)
Dominic Monaghan,No Awards,Major Role,84 min                 - Action|Thriller                 -              18 December 2012(USA),No Metacritic,6.4,The Millionaire Tour,(2012)
Dominic Monaghan,No Awards,Major Role,TV Series                                     - Horror,No Metacritic,6.4,The Unknown,(2012– )
Dominic Monaghan,"1 win & 1 nomination.

See more awards »",Major Role,87 min                 - Action|Drama|Horror                 -              20 September 2012(Russia),41/100,5.2,The Day,(2011)
Dominic Monaghan,No Awards,Major Role,TV Series                                     -                             23 min                 - Comedy,No Metacritic,7.1,Goodnight Burbank,(2011– )
Dominic Monaghan,No Awards,Major Role,VideoShort|Comedy                 -              28 April 2011(USA),No Metacritic,8.3,Ray Amsley's Self Defense Against Perverts,(2011)
Dominic Monaghan,"3 nominations.

See more awards »",Not Major Role,93 min                 - Comedy|Horror|Sci-Fi                 -              13 April 2012(USA),45/100,5.8,Detention,(2011)
Dominic Monaghan,"2 nominations.

See more awards »",Major Role,VideoShort|Music                 -              5 August 2010(USA),No Metacritic,8.6,Eminem Featuring Rihanna: Love the Way You Lie,(2010)
Dominic Monaghan,"Won 1 Primetime Emmy.
Another 11 nominations.

See more awards »",Major Role,TV Series                                     -                             60 min                 - Drama|Mystery|Sci-Fi,No Metacritic,7.6,FlashForward,(2009–2010)
Dominic Monaghan,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Dominic Monaghan,"2 wins & 12 nominations.

See more awards »",Major Role,107 min                 - Action|Adventure|Sci-Fi                 -              1 May 2009(USA),40/100,6.7,X-Men Origins: Wolverine,(2009)
Dominic Monaghan,"Won 2 Primetime Emmys.
Another 7 wins & 24 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 43 min                 - Action|Comedy|Drama,No Metacritic,8.3,Chuck,(2007–2012)
Dominic Monaghan,No Awards,Major Role,TV Movie                         -                             51 min                 - Documentary|History|Mystery                 -              14 December 2008(USA),No Metacritic,6.2,Devil's Bible,(2008)
Dominic Monaghan,"1 win & 4 nominations.

See more awards »",Major Role,85 min                 - Comedy|Horror                 -              16 January 2009(USA),62/100,6.1,I Sell the Dead,(2008)
Dominic Monaghan,No Awards,Major Role,Video Game                         - Action|Adventure|Fantasy                 -              28 November 2006(UK),No Metacritic,8.7,Lord of the Rings: Battle for Middle Earth II - Rise of the Witch King,(2006)
Dominic Monaghan,"Nominated for 1 Primetime Emmy.
Another 1 win & 3 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 40 min                 - Comedy|Music|Talk-Show,No Metacritic,8.3,The Late Late Show with Craig Ferguson,(2005– )
Dominic Monaghan,"1 nomination.

See more awards »",Major Role,Video Game                         - Action|Adventure|Drama                 -              2 March 2006(USA),No Metacritic,8.7,The Lord of the Rings: The Battle for Middle-Earth II,(2006)
Dominic Monaghan,No Awards,Major Role,90 min                 - Drama|Music|Romance                 -              14 March 2005(USA),No Metacritic,5.9,Shooting Livien,(2005)
Dominic Monaghan,"1 nomination.

See more awards »",Major Role,Video Game                         - Adventure|Fantasy                 -              6 December 2004(USA),No Metacritic,8.8,The Lord of the Rings: The Battle for Middle-Earth,(2004)
Dominic Monaghan,No Awards,Major Role,85 min                 - Action                 -              30 August 2005(USA),No Metacritic,3.4,The Purifiers,(2004)
